RectMTF_v186_EURUSD_20230221_133400_225773562_BE
Generado con EA_RectanguloMTF_v1.8.7
Timestamp;TradeNum;Ticket;TradeType;Event;ProfitPips;BEThreshold;StopLevel;SpreadPips;EntryPrice;SLPlaced;SLDistEntry;Notes
2023.03.22 15:15;8;8;BUY;BE_PENDING;2.70;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:15;8;8;BUY;BE_PENDING;2.20;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:15;8;8;BUY;BE_PENDING;1.60;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:15;8;8;BUY;BE_PENDING;1.00;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:16;8;8;BUY;BE_PENDING;0.40;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:16;8;8;BUY;BE_PENDING;1.00;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:16;8;8;BUY;BE_PENDING;1.60;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:16;8;8;BUY;BE_PENDING;2.20;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:16;8;8;BUY;BE_PENDING;1.60;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:16;8;8;BUY;BE_PENDING;2.30;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:17;8;8;BUY;BE_PENDING;1.80;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:17;8;8;BUY;BE_PENDING;1.20;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:17;8;8;BUY;BE_PENDING;1.70;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:18;8;8;BUY;BE_PENDING;1.20;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:19;8;8;BUY;BE_PENDING;1.70;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:20;8;8;BUY;BE_PENDING;1.20;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:20;8;8;BUY;BE_PENDING;1.70;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:20;8;8;BUY;BE_PENDING;2.30;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:21;8;8;BUY;BE_PENDING;2.90;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:21;8;8;BUY;BE_PENDING;3.50;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:21;8;8;BUY;BE_PENDING;4.00;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:21;8;8;BUY;BE_PENDING;3.50;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:22;8;8;BUY;BE_PENDING;4.00;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:22;8;8;BUY;BE_PENDING;3.50;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:22;8;8;BUY;BE_PENDING;2.90;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:23;8;8;BUY;BE_PENDING;2.20;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:23;8;8;BUY;BE_PENDING;1.60;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:23;8;8;BUY;BE_PENDING;2.20;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:23;8;8;BUY;BE_PENDING;2.70;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:24;8;8;BUY;BE_PENDING;2.20;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:24;8;8;BUY;BE_PENDING;2.80;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:24;8;8;BUY;BE_PENDING;3.30;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:24;8;8;BUY;BE_PENDING;4.00;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:26;8;8;BUY;BE_ACTIVATED;4.50;4.5;3;0.2;1.07824;1.07784;4.0;OK
2023.03.22 15:40;8;8;BUY;TRADE_CLOSED;-4700.00;4.5;;;1.07824;1.07784;;BE activado en 4.50 pips
2023.03.23 11:32;9;9;BUY;TRADE_OPENED;0;4.5;0;0.2;1.08873;;4.4;SL=4.4 pips de entry
2023.03.23 11:34;9;9;BUY;BE_PENDING;0.10;4.5;;;;;;Profit bajo umbral BE
2023.03.23 11:34;9;9;BUY;BE_PENDING;0.70;4.5;;;;;;Profit bajo umbral BE
2023.03.23 11:34;9;9;BUY;BE_PENDING;1.30;4.5;;;;;;Profit bajo umbral BE
2023.03.23 11:34;9;9;BUY;BE_PENDING;0.60;4.5;;;;;;Profit bajo umbral BE
2023.03.23 11:35;9;9;BUY;BE_PENDING;1.10;4.5;;;;;;Profit bajo umbral BE
2023.03.23 11:35;9;9;BUY;BE_PENDING;1.70;4.5;;;;;;Profit bajo umbral BE
2023.03.23 11:36;9;9;BUY;BE_PENDING;1.10;4.5;;;;;;Profit bajo umbral BE
2023.03.23 11:36;9;9;BUY;BE_PENDING;0.60;4.5;;;;;;Profit bajo umbral BE
2023.03.23 11:37;9;9;BUY;TRADE_CLOSED;-5100.00;4.5;;;1.08873;0.00000;;BE no activado
2023.03.30 11:32;10;10;BUY;TRADE_OPENED;0;4.5;0;0.2;1.08652;;9.8;SL=9.8 pips de entry
2023.03.30 11:32;10;10;BUY;BE_PENDING;1.20;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:32;10;10;BUY;BE_PENDING;1.90;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:32;10;10;BUY;BE_PENDING;2.50;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:32;10;10;BUY;BE_PENDING;3.20;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:32;10;10;BUY;BE_PENDING;2.70;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:32;10;10;BUY;BE_PENDING;3.30;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:33;10;10;BUY;BE_PENDING;3.90;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:33;10;10;BUY;BE_PENDING;3.40;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:33;10;10;BUY;BE_PENDING;2.80;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:34;10;10;BUY;BE_PENDING;3.30;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:34;10;10;BUY;BE_PENDING;2.80;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:34;10;10;BUY;BE_PENDING;2.20;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:34;10;10;BUY;BE_PENDING;1.70;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:35;10;10;BUY;BE_PENDING;2.30;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:35;10;10;BUY;BE_PENDING;2.90;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:35;10;10;BUY;BE_PENDING;2.30;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:35;10;10;BUY;BE_PENDING;1.80;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:35;10;10;BUY;BE_PENDING;1.30;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:35;10;10;BUY;BE_PENDING;0.70;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:35;10;10;BUY;BE_PENDING;0.10;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:35;10;10;BUY;BE_PENDING;0.60;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:36;10;10;BUY;BE_PENDING;0.10;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:36;10;10;BUY;BE_PENDING;0.60;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:36;10;10;BUY;BE_PENDING;1.20;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:36;10;10;BUY;BE_PENDING;1.90;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:37;10;10;BUY;BE_PENDING;2.60;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:37;10;10;BUY;BE_PENDING;3.20;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:37;10;10;BUY;BE_PENDING;3.80;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:38;10;10;BUY;BE_PENDING;4.40;4.5;;;;;;Profit bajo umbral BE
2023.03.30 11:38;10;10;BUY;BE_ACTIVATED;4.60;4.5;3;0.2;1.08652;1.08612;4.0;OK
2023.03.30 12:58;10;10;BUY;TRADE_CLOSED;-4700.00;4.5;;;1.08652;1.08612;;BE activado en 4.60 pips
2023.04.03 16:01;11;11;BUY;TRADE_OPENED;0;4.5;0;0.2;1.08664;;4.6;SL=4.6 pips de entry
2023.04.03 16:01;11;11;BUY;BE_PENDING;0.00;4.5;;;;;;Profit bajo umbral BE
2023.04.03 16:01;11;11;BUY;BE_PENDING;0.70;4.5;;;;;;Profit bajo umbral BE
